a_id,q_id,predict_label_SFRN,next_high_class_SFRN,predict_label_BERT,next_high_class_BERT,truth_label,prob_incorrect_SFRN,prob_partial_correct_SFRN,prob_correct_SFRN,prob_incorrect_BERT,prob_partial_correct_BERT,prob_correct_BERT
pe.ke.1.931@test.com_Lab1_Q2,1,2,1,2,1,1,0.19617307,0.37077835,0.43304858,0.047281418,0.3747286,0.57799
pe.ke.1.838@test.com_Lab1_Q2,1,2,1,2,1,2,0.096099116,0.12952738,0.77437353,0.015776526,0.2881822,0.6960413
pe.ke.1.529@test.com_Lab1_Q2,1,1,0,2,0,0,0.24596585,0.5475484,0.20648569,0.3122292,0.041664917,0.6461059
pe.ke.1.442@test.com_Lab1_Q2,1,1,2,0,1,0,0.1527162,0.6835829,0.1637009,0.9245438,0.0631451,0.01231105
pe.ke.1.853@test.com_Lab1_Q2,1,1,0,0,1,1,0.21772802,0.57228726,0.20998472,0.8949774,0.09168575,0.013336872
pe.ke.1.358@test.com_Lab1_Q2,1,2,1,2,1,1,0.15821664,0.22568704,0.61609626,0.03212363,0.043979593,0.9238968
pe.ke.2.487@test.com_Lab1_Q2,1,2,1,1,2,1,0.15776777,0.2778572,0.56437504,0.081458926,0.6961501,0.22239095
pe.ke.2.112@test.com_Lab1_Q2,1,1,2,2,1,1,0.18329194,0.48891938,0.32778865,0.038486883,0.2493892,0.71212393
pe.ke.2.211@test.com_Lab1_Q2,1,2,1,2,1,2,0.14278114,0.21754844,0.63967043,0.03398009,0.3660061,0.6000138
pe.ke.2.607@test.com_Lab1_Q2,1,2,1,2,1,0,0.13571444,0.14899847,0.7152871,0.113620214,0.2978937,0.5884861
pe.ke.2.562@test.com_Lab1_Q2,1,1,0,1,0,0,0.24621458,0.6040254,0.14976004,0.34486732,0.63506573,0.020066926
pe.ke.2.289@test.com_Lab1_Q2,1,1,2,2,1,1,0.24651086,0.4508201,0.302669,0.012014924,0.032110948,0.95587415
pe.ke.2.574@test.com_Lab1_Q2,1,2,1,2,1,1,0.08799248,0.10890668,0.8031008,0.034007203,0.20654003,0.7594527
pe.ke.2.274@test.com_Lab1_Q2,1,2,1,2,0,1,0.110414594,0.1395492,0.75003624,0.09639914,0.018218989,0.8853819
pe.ke.2.556@test.com_Lab1_Q2,1,2,1,2,1,1,0.0705701,0.07292787,0.856502,0.008855911,0.12980585,0.8613382
pe.ke.2.355@test.com_Lab1_Q2,1,2,1,2,1,1,0.11840759,0.13649411,0.7450983,0.015105477,0.025315104,0.95957947
pe.ke.3.970@test.com_Lab1_Q2,1,1,2,0,1,0,0.13279444,0.61324584,0.25395977,0.6651584,0.27447668,0.06036497
pe.ke.4.904@test.com_Lab1_Q2,1,0,1,0,1,0,0.9950983,0.004073682,0.000827968,0.9904873,0.007430043,0.002082778
pe.ke.4.307@test.com_Lab1_Q2,1,0,1,2,1,0,0.7637379,0.17381017,0.06245193,0.07457373,0.17299482,0.7524314
pe.ke.4.841@test.com_Lab1_Q2,1,1,2,2,1,1,0.17808892,0.46047038,0.3614408,0.05831766,0.42159623,0.5200861
pe.ke.4.439@test.com_Lab1_Q2,1,2,1,2,1,1,0.16839793,0.39736181,0.43424025,0.029497761,0.23840407,0.73209816
pe.ke.4.109@test.com_Lab1_Q2,1,2,1,1,0,0,0.12499069,0.1378076,0.7372017,0.305926,0.39194715,0.3021268
pe.ke.4.583@test.com_Lab1_Q2,1,2,1,1,0,1,0.09303992,0.10321356,0.80374646,0.17525794,0.7249269,0.099815264
pe.ke.4.238@test.com_Lab1_Q2,1,1,2,1,2,1,0.14704469,0.6197515,0.2332038,0.06750142,0.7151585,0.21734
speed.mass.2.937@test.com_Lab1_Q2,1,2,1,1,2,0,0.17815466,0.37066796,0.45117736,0.06300591,0.7161535,0.2208406
speed.mass.2.991@test.com_Lab1_Q2,1,1,2,1,2,1,0.086291976,0.75228786,0.16142017,0.09846066,0.8006389,0.100900404
speed.mass.2.925@test.com_Lab1_Q2,1,1,2,1,0,1,0.0753492,0.7903677,0.13428308,0.10029425,0.86655927,0.033146445
speed.mass.2.934@test.com_Lab1_Q2,1,2,1,1,2,1,0.12601754,0.20865725,0.6653252,0.04725344,0.8426511,0.1100954
speed.mass.2.433@test.com_Lab1_Q2,1,1,2,1,2,0,0.16689047,0.537143,0.2959665,0.12429274,0.7316262,0.14408106
speed.mass.2.874@test.com_Lab1_Q2,1,1,2,1,2,1,0.14209864,0.59452593,0.26337543,0.071122095,0.5680302,0.3608478
speed.mass.2.127@test.com_Lab1_Q2,1,1,0,0,1,0,0.32737178,0.5076233,0.1650049,0.83244294,0.1566249,0.010932231
speed.mass.2.571@test.com_Lab1_Q2,1,2,1,2,1,1,0.163548,0.2389241,0.5975279,0.084239475,0.33453435,0.58122617
speed.mass.2.574@test.com_Lab1_Q2,1,0,1,0,1,0,0.964989,0.02783546,0.007175622,0.9229604,0.07282254,0.004217065
speed.mass.2.859@test.com_Lab1_Q2,1,1,2,0,1,1,0.18053183,0.6248735,0.19459459,0.7879424,0.1596851,0.052372497
speed.mass.2.493@test.com_Lab1_Q2,1,1,2,1,0,0,0.15066634,0.59486824,0.25446537,0.20547292,0.76636094,0.028166156
speed.mass.3.289@test.com_Lab1_Q2,1,1,2,1,2,1,0.0966224,0.75295424,0.15042338,0.085978016,0.7368,0.17722201
speed.mass.3.106@test.com_Lab1_Q2,1,1,2,0,1,0,0.17941613,0.42201298,0.3985709,0.50394064,0.4385107,0.05754862
speed.mass.3.784@test.com_Lab1_Q2,1,1,2,1,0,1,0.15687373,0.46459827,0.37852797,0.13327707,0.7537569,0.11296604
speed.mass.3.577@test.com_Lab1_Q2,1,1,2,1,0,1,0.17280315,0.53070205,0.29649478,0.123157226,0.814774,0.06206882
speed.mass.3.202@test.com_Lab1_Q2,1,1,2,1,2,1,0.17424019,0.6514371,0.17432271,0.091957636,0.77605134,0.13199101
speed.mass.3.760@test.com_Lab1_Q2,1,0,1,0,1,0,0.9194026,0.06284664,0.017750863,0.46868566,0.4628912,0.06842312
speed.mass.3.679@test.com_Lab1_Q2,1,1,2,1,2,2,0.12492236,0.5053599,0.36971772,0.02785148,0.8262727,0.14587577
speed.mass.3.931@test.com_Lab1_Q2,1,1,0,0,1,0,0.3961776,0.4681301,0.13569234,0.97381973,0.018515565,0.007664789
force.energy.1.358@test.com_Lab1_Q4,2,2,1,2,1,0,0.061566696,0.061706595,0.8767267,0.06792036,0.09145022,0.8406294
force.energy.1.640@test.com_Lab1_Q4,2,0,1,0,1,0,0.9325416,0.057569206,0.009889265,0.8741945,0.11643783,0.009367653
force.energy.1.196@test.com_Lab1_Q4,2,1,2,2,0,1,0.15381682,0.66179365,0.18438947,0.08440722,0.023217766,0.892375
force.energy.1.409@test.com_Lab1_Q4,2,1,2,0,1,0,0.10194619,0.7276996,0.17035417,0.565405,0.30950287,0.12509209
force.energy.1.946@test.com_Lab1_Q4,2,1,2,2,1,1,0.11618306,0.47983995,0.40397698,0.04030439,0.20053506,0.7591606
force.energy.1.859@test.com_Lab1_Q4,2,2,1,1,2,0,0.105375506,0.1490923,0.7455322,0.05977984,0.51021254,0.43000764
force.energy.1.103@test.com_Lab1_Q4,2,0,1,0,1,0,0.49821964,0.4235959,0.07818435,0.7583061,0.22870034,0.012993561
force.energy.1.484@test.com_Lab1_Q4,2,2,1,2,1,1,0.10781629,0.119972885,0.77221084,0.046937402,0.11118501,0.8418776
force.energy.4.664@test.com_Lab1_Q4,2,1,0,1,0,0,0.293507,0.57553715,0.13095577,0.20155248,0.7401515,0.058295988
force.energy.4.796@test.com_Lab1_Q4,2,1,2,1,2,1,0.14766093,0.61180776,0.24053131,0.14659981,0.45674467,0.39665547
force.energy.4.496@test.com_Lab1_Q4,2,1,2,1,0,2,0.08804664,0.7861438,0.1258096,0.44790432,0.47656685,0.07552878
force.energy.4.493@test.com_Lab1_Q4,2,1,0,0,1,0,0.4520552,0.47916996,0.06877485,0.49820516,0.45350447,0.04829037
pe.ke.1.931@test.com_Lab1_Q4,2,2,1,2,1,2,0.076537065,0.09311236,0.8303505,0.03461792,0.28551966,0.67986244
pe.ke.1.838@test.com_Lab1_Q4,2,1,2,0,1,1,0.111435965,0.6854351,0.20312892,0.7713527,0.20510279,0.023544505
pe.ke.1.529@test.com_Lab1_Q4,2,1,0,0,1,1,0.17705439,0.69710857,0.125837,0.94959205,0.04002357,0.010384409
pe.ke.1.442@test.com_Lab1_Q4,2,0,1,0,1,0,0.6913932,0.27278578,0.03582101,0.85689837,0.13884965,0.004252011
pe.ke.1.853@test.com_Lab1_Q4,2,1,2,1,0,0,0.12050913,0.5924555,0.28703535,0.19317546,0.70677125,0.100053266
pe.ke.1.358@test.com_Lab1_Q4,2,2,1,2,1,1,0.10152206,0.2501486,0.6483294,0.051341906,0.38421124,0.56444687
pe.ke.2.487@test.com_Lab1_Q4,2,1,2,1,2,2,0.06375477,0.79052055,0.14572465,0.07399971,0.5151572,0.41084304
pe.ke.2.112@test.com_Lab1_Q4,2,1,2,2,1,1,0.10220138,0.6434132,0.25438544,0.25334084,0.32209507,0.4245641
pe.ke.2.211@test.com_Lab1_Q4,2,1,2,1,0,1,0.079639174,0.7789786,0.14138223,0.31325957,0.48828828,0.19845214
pe.ke.2.607@test.com_Lab1_Q4,2,2,1,1,2,1,0.07523928,0.44651225,0.47824845,0.06104447,0.6232584,0.31569713
pe.ke.2.562@test.com_Lab1_Q4,2,2,1,2,1,2,0.087616675,0.20168647,0.7106969,0.1273803,0.35609213,0.51652765
pe.ke.2.289@test.com_Lab1_Q4,2,1,2,1,0,1,0.13498007,0.5616553,0.3033647,0.22234508,0.5890951,0.18855985
pe.ke.2.574@test.com_Lab1_Q4,2,2,1,2,1,2,0.06944932,0.13075006,0.79980063,0.041722856,0.26557708,0.6927
pe.ke.2.274@test.com_Lab1_Q4,2,1,2,1,0,1,0.09594194,0.7361556,0.16790253,0.47424033,0.47549054,0.0502691
pe.ke.2.556@test.com_Lab1_Q4,2,2,1,2,1,1,0.050896842,0.084716916,0.8643863,0.02446885,0.090411305,0.8851198
pe.ke.2.355@test.com_Lab1_Q4,2,1,2,1,2,1,0.058604773,0.84703887,0.0943563,0.09880699,0.49666744,0.4045256
pe.ke.3.970@test.com_Lab1_Q4,2,1,2,0,1,0,0.06558177,0.8670641,0.067354016,0.54438657,0.37876362,0.07684985
pe.ke.4.904@test.com_Lab1_Q4,2,0,1,0,1,0,0.99999475,4.85E-06,3.11E-07,0.8625276,0.09437342,0.04309897
pe.ke.4.307@test.com_Lab1_Q4,2,1,2,2,1,1,0.16720082,0.5765052,0.25629398,0.04739619,0.10002415,0.85257965
pe.ke.4.841@test.com_Lab1_Q4,2,1,2,1,0,0,0.043006964,0.88490033,0.072092704,0.12515585,0.8288658,0.04597833
pe.ke.4.439@test.com_Lab1_Q4,2,2,1,1,2,1,0.08688073,0.19383089,0.7192884,0.08843241,0.4699792,0.4415884
pe.ke.4.109@test.com_Lab1_Q4,2,0,1,0,1,0,0.8237502,0.15418284,0.022067027,0.874566,0.08979705,0.035636965
pe.ke.4.583@test.com_Lab1_Q4,2,1,2,1,0,0,0.04149123,0.8653005,0.0932083,0.39565045,0.54246074,0.061888788
pe.ke.4.238@test.com_Lab1_Q4,2,1,2,1,2,1,0.07716957,0.6308824,0.29194802,0.113724574,0.66092473,0.22535072
speed.mass.2.937@test.com_Lab1_Q4,2,1,2,1,2,2,0.0971543,0.4930919,0.4097538,0.04357755,0.6878597,0.26856273
speed.mass.2.991@test.com_Lab1_Q4,2,1,2,1,0,0,0.07029039,0.8240992,0.10561032,0.3890237,0.60068965,0.010286688
speed.mass.2.925@test.com_Lab1_Q4,2,1,2,1,2,1,0.066673644,0.7892195,0.14410684,0.11994926,0.5529025,0.3271482
speed.mass.2.934@test.com_Lab1_Q4,2,1,0,1,0,0,0.1281533,0.7632292,0.10861744,0.2491864,0.5251109,0.22570273
speed.mass.2.433@test.com_Lab1_Q4,2,1,2,1,0,0,0.07559247,0.8426515,0.081756085,0.1033448,0.88452566,0.012129458
speed.mass.2.874@test.com_Lab1_Q4,2,1,2,1,0,2,0.11106661,0.63691556,0.25201783,0.28933036,0.58742434,0.12324532
speed.mass.2.127@test.com_Lab1_Q4,2,1,0,0,1,0,0.06563851,0.8745598,0.059801668,0.63074136,0.35846582,0.010792898
speed.mass.2.571@test.com_Lab1_Q4,2,1,2,0,1,1,0.053188354,0.8934006,0.053411115,0.6555718,0.3290323,0.015395951
speed.mass.2.859@test.com_Lab1_Q4,2,1,2,1,2,1,0.18183188,0.603667,0.21450111,0.22426368,0.49096942,0.2847669
speed.mass.2.493@test.com_Lab1_Q4,2,0,1,1,0,1,0.6089746,0.34322223,0.04780324,0.28480032,0.7016346,0.013565027
speed.mass.3.289@test.com_Lab1_Q4,2,1,2,1,0,0,0.12859851,0.7309094,0.14049211,0.282722,0.5444127,0.17286535
speed.mass.3.106@test.com_Lab1_Q4,2,2,1,1,0,0,0.10561315,0.30617106,0.5882158,0.2832659,0.50679046,0.2099436
speed.mass.3.784@test.com_Lab1_Q4,2,1,2,1,0,0,0.04367588,0.87052673,0.08579744,0.08588272,0.9027816,0.011335572
speed.mass.3.577@test.com_Lab1_Q4,2,1,2,2,1,1,0.12738632,0.5533368,0.3192769,0.046888996,0.33620712,0.61690396
speed.mass.3.202@test.com_Lab1_Q4,2,1,0,1,2,0,0.15024382,0.71302885,0.1367273,0.1454914,0.62758607,0.2269225
speed.mass.3.736@test.com_Lab1_Q4,2,1,0,0,1,0,0.3241266,0.55900544,0.116867885,0.85842913,0.12071165,0.020859174
speed.mass.3.760@test.com_Lab1_Q4,2,1,2,1,2,0,0.085774794,0.7319864,0.18223888,0.08491359,0.6886248,0.22646165
speed.mass.3.679@test.com_Lab1_Q4,2,1,2,1,0,2,0.080172196,0.7090269,0.21080095,0.039004367,0.949994,0.011001631
energy.mass.4.754@test.com_Lab2_Q3,3,2,1,2,0,2,0.015265629,0.02270583,0.96202856,0.071796656,0.022249602,0.90595376
energy.mass.4.211@test.com_Lab2_Q3,3,0,1,2,1,1,0.93373114,0.056784704,0.00948409,0.14345248,0.28482425,0.5717232
energy.mass.5.256@test.com_Lab2_Q3,3,1,2,1,0,0,0.04960488,0.70190024,0.24849485,0.26468992,0.71508914,0.020220852
energy.mass.5.619@test.com_Lab2_Q3,3,2,1,2,0,2,0.04277064,0.1156241,0.84160525,0.0579402,0.016066246,0.92599356
energy.mass.5.634@test.com_Lab2_Q3,3,1,2,1,2,1,0.058207132,0.6868917,0.25490123,0.05869474,0.5172757,0.42402956
energy.mass.5.397@test.com_Lab2_Q3,3,1,0,1,2,0,0.2534839,0.6417832,0.104732946,0.09888974,0.6763168,0.22479348
mass.force.4.451@test.com_Lab2_Q3,3,0,1,2,1,2,0.47107205,0.45913678,0.06979112,0.029123079,0.30526608,0.66561085
mass.force.4.229@test.com_Lab2_Q3,3,1,2,1,0,2,0.0334005,0.83302563,0.13357385,0.071805604,0.8756453,0.052549124
mass.force.4.463@test.com_Lab2_Q3,3,0,1,1,0,0,0.4888625,0.4639857,0.047151722,0.17228466,0.78020144,0.047513835
mass.force.4.274@test.com_Lab2_Q3,3,1,0,1,0,1,0.12256353,0.7803164,0.09712014,0.36909312,0.5679274,0.06297948
mass.force.4.160@test.com_Lab2_Q3,3,1,0,1,0,1,0.09801806,0.8677657,0.034216203,0.25672886,0.73686427,0.006406855
mass.force.4.310@test.com_Lab2_Q3,3,1,2,2,1,2,0.060231853,0.6385497,0.30121848,0.05521588,0.46788135,0.4769028
mass.force.4.367@test.com_Lab2_Q3,3,1,0,1,0,1,0.10044285,0.8711725,0.028384646,0.44917783,0.5430056,0.007816566
mass.force.5.979@test.com_Lab2_Q3,3,1,0,1,2,0,0.122024305,0.78359824,0.0943774,0.060660534,0.5258849,0.4134546
speed.energy.5.136@test.com_Lab2_Q3,3,1,2,0,1,0,0.089921765,0.66709375,0.24298446,0.62852716,0.31787306,0.053599726
speed.energy.5.724@test.com_Lab2_Q3,3,0,1,1,0,0,0.63650197,0.33393058,0.029567441,0.23070288,0.73239946,0.036897693
force.speed.1.523@test.com_Lab2_Q3,3,0,1,0,1,0,1,6.38E-11,7.38E-13,0.55050063,0.41451788,0.034981508
force.speed.1.436@test.com_Lab2_Q3,3,1,0,1,0,1,0.3862232,0.5804988,0.0332779,0.4599512,0.52387226,0.016176524
force.speed.1.256@test.com_Lab2_Q3,3,2,1,2,1,2,0.034363832,0.05715517,0.90848094,0.035914123,0.2931079,0.67097795
force.speed.1.808@test.com_Lab2_Q3,3,0,1,1,0,0,0.5338872,0.44016185,0.025950922,0.2476375,0.59841824,0.15394425
force.speed.1.511@test.com_Lab2_Q3,3,2,1,2,1,0,0.06367635,0.19549938,0.7408243,0.018176546,0.11850418,0.8633192
force.speed.1.709@test.com_Lab2_Q3,3,1,0,0,1,0,0.4345464,0.5000455,0.06540807,0.65279233,0.23430195,0.11290566
force.speed.1.925@test.com_Lab2_Q3,3,1,2,2,1,1,0.035292942,0.86082757,0.1038795,0.023852343,0.34768003,0.6284676
force.speed.1.784@test.com_Lab2_Q3,3,2,1,2,1,1,0.093381256,0.41298032,0.49363837,0.02636747,0.2671585,0.706474
force.speed.3.277@test.com_Lab2_Q3,3,0,1,1,2,1,0.98713803,0.012074016,0.000787945,0.09982059,0.75657225,0.14360717
force.speed.3.388@test.com_Lab2_Q3,3,2,1,2,0,2,0.048618425,0.15188123,0.79950035,0.06441758,0.057884026,0.8776984
force.speed.3.496@test.com_Lab2_Q3,3,2,1,1,2,2,0.14702068,0.36967322,0.48330605,0.14324589,0.50888866,0.3478655
force.speed.3.790@test.com_Lab2_Q3,3,2,1,1,2,0,0.05601963,0.22936423,0.7146161,0.18789051,0.55008274,0.26202676
force.speed.3.853@test.com_Lab2_Q3,3,2,1,2,0,0,0.02491563,0.03565974,0.93942463,0.13723657,0.021934088,0.8408294
force.speed.3.835@test.com_Lab2_Q3,3,1,0,1,0,1,0.4140586,0.50797266,0.077968754,0.33628157,0.38496038,0.27875805
