a_id,q_id,predict_label,next_high_class,truth_label,prob_incorrect,prob_partial_correct,prob_correct
force.energy.1.409@test.com_Lab1_Q4,2,0,1,0,0.565405,0.30950287,0.12509209
force.energy.1.946@test.com_Lab1_Q4,2,2,1,1,0.04030439,0.20053506,0.7591606
force.energy.1.859@test.com_Lab1_Q4,2,1,2,0,0.05977984,0.51021254,0.43000764
force.energy.1.103@test.com_Lab1_Q4,2,0,1,0,0.7583061,0.22870034,0.012993561
force.energy.1.484@test.com_Lab1_Q4,2,2,1,1,0.046937402,0.11118501,0.8418776
force.energy.4.664@test.com_Lab1_Q4,2,1,0,0,0.20155248,0.7401515,0.058295988
force.energy.4.796@test.com_Lab1_Q4,2,1,2,1,0.14659981,0.45674467,0.39665547
force.energy.4.496@test.com_Lab1_Q4,2,1,0,2,0.44790432,0.47656685,0.07552878
force.energy.4.493@test.com_Lab1_Q4,2,0,1,0,0.49820516,0.45350447,0.04829037
pe.ke.1.931@test.com_Lab1_Q4,2,2,1,2,0.03461792,0.28551966,0.67986244
pe.ke.1.838@test.com_Lab1_Q4,2,0,1,1,0.7713527,0.20510279,0.023544505
pe.ke.1.529@test.com_Lab1_Q4,2,0,1,1,0.94959205,0.04002357,0.010384409
pe.ke.1.442@test.com_Lab1_Q4,2,0,1,0,0.85689837,0.13884965,0.004252011
pe.ke.1.853@test.com_Lab1_Q4,2,1,0,0,0.19317546,0.70677125,0.100053266
pe.ke.1.358@test.com_Lab1_Q4,2,2,1,1,0.051341906,0.38421124,0.56444687
pe.ke.2.487@test.com_Lab1_Q4,2,1,2,2,0.07399971,0.5151572,0.41084304
pe.ke.2.112@test.com_Lab1_Q4,2,2,1,1,0.25334084,0.32209507,0.4245641
pe.ke.2.211@test.com_Lab1_Q4,2,1,0,1,0.31325957,0.48828828,0.19845214
pe.ke.2.607@test.com_Lab1_Q4,2,1,2,1,0.06104447,0.6232584,0.31569713
pe.ke.2.562@test.com_Lab1_Q4,2,2,1,2,0.1273803,0.35609213,0.51652765
pe.ke.2.289@test.com_Lab1_Q4,2,1,0,1,0.22234508,0.5890951,0.18855985
pe.ke.2.574@test.com_Lab1_Q4,2,2,1,2,0.041722856,0.26557708,0.6927
pe.ke.2.274@test.com_Lab1_Q4,2,1,0,1,0.47424033,0.47549054,0.0502691
pe.ke.2.556@test.com_Lab1_Q4,2,2,1,1,0.02446885,0.090411305,0.8851198
pe.ke.2.355@test.com_Lab1_Q4,2,1,2,1,0.09880699,0.49666744,0.4045256
pe.ke.3.970@test.com_Lab1_Q4,2,0,1,0,0.54438657,0.37876362,0.07684985
pe.ke.4.904@test.com_Lab1_Q4,2,0,1,0,0.8625276,0.09437342,0.04309897
pe.ke.4.307@test.com_Lab1_Q4,2,2,1,1,0.04739619,0.10002415,0.85257965
pe.ke.4.841@test.com_Lab1_Q4,2,1,0,0,0.12515585,0.8288658,0.04597833
pe.ke.4.439@test.com_Lab1_Q4,2,1,2,1,0.08843241,0.4699792,0.4415884
pe.ke.4.109@test.com_Lab1_Q4,2,0,1,0,0.874566,0.08979705,0.035636965
pe.ke.4.583@test.com_Lab1_Q4,2,1,0,0,0.39565045,0.54246074,0.061888788
pe.ke.4.238@test.com_Lab1_Q4,2,1,2,1,0.113724574,0.66092473,0.22535072
speed.mass.2.937@test.com_Lab1_Q4,2,1,2,2,0.04357755,0.6878597,0.26856273
speed.mass.2.991@test.com_Lab1_Q4,2,1,0,0,0.3890237,0.60068965,0.010286688
speed.mass.2.925@test.com_Lab1_Q4,2,1,2,1,0.11994926,0.5529025,0.3271482
speed.mass.2.934@test.com_Lab1_Q4,2,1,0,0,0.2491864,0.5251109,0.22570273
speed.mass.2.433@test.com_Lab1_Q4,2,1,0,0,0.1033448,0.88452566,0.012129458
speed.mass.2.874@test.com_Lab1_Q4,2,1,0,2,0.28933036,0.58742434,0.12324532
speed.mass.2.127@test.com_Lab1_Q4,2,0,1,0,0.63074136,0.35846582,0.010792898
speed.mass.2.571@test.com_Lab1_Q4,2,0,1,1,0.6555718,0.3290323,0.015395951
speed.mass.2.859@test.com_Lab1_Q4,2,1,2,1,0.22426368,0.49096942,0.2847669
speed.mass.2.493@test.com_Lab1_Q4,2,1,0,1,0.28480032,0.7016346,0.013565027
speed.mass.3.289@test.com_Lab1_Q4,2,1,0,0,0.282722,0.5444127,0.17286535
speed.mass.3.106@test.com_Lab1_Q4,2,1,0,0,0.2832659,0.50679046,0.2099436
speed.mass.3.784@test.com_Lab1_Q4,2,1,0,0,0.08588272,0.9027816,0.011335572
speed.mass.3.577@test.com_Lab1_Q4,2,2,1,1,0.046888996,0.33620712,0.61690396
speed.mass.3.202@test.com_Lab1_Q4,2,1,2,0,0.1454914,0.62758607,0.2269225
speed.mass.3.736@test.com_Lab1_Q4,2,0,1,0,0.85842913,0.12071165,0.020859174
speed.mass.3.760@test.com_Lab1_Q4,2,1,2,0,0.08491359,0.6886248,0.22646165
speed.mass.3.679@test.com_Lab1_Q4,2,1,0,2,0.039004367,0.949994,0.011001631
energy.mass.4.754@test.com_Lab2_Q3,3,2,0,2,0.071796656,0.022249602,0.90595376
energy.mass.4.211@test.com_Lab2_Q3,3,2,1,1,0.14345248,0.28482425,0.5717232
energy.mass.5.256@test.com_Lab2_Q3,3,1,0,0,0.26468992,0.71508914,0.020220852
energy.mass.5.619@test.com_Lab2_Q3,3,2,0,2,0.0579402,0.016066246,0.92599356
energy.mass.5.634@test.com_Lab2_Q3,3,1,2,1,0.05869474,0.5172757,0.42402956
energy.mass.5.397@test.com_Lab2_Q3,3,1,2,0,0.09888974,0.6763168,0.22479348
mass.force.4.451@test.com_Lab2_Q3,3,2,1,2,0.029123079,0.30526608,0.66561085
mass.force.4.229@test.com_Lab2_Q3,3,1,0,2,0.071805604,0.8756453,0.052549124
mass.force.4.463@test.com_Lab2_Q3,3,1,0,0,0.17228466,0.78020144,0.047513835
mass.force.4.274@test.com_Lab2_Q3,3,1,0,1,0.36909312,0.5679274,0.06297948
mass.force.4.160@test.com_Lab2_Q3,3,1,0,1,0.25672886,0.73686427,0.006406855
mass.force.4.310@test.com_Lab2_Q3,3,2,1,2,0.05521588,0.46788135,0.4769028
mass.force.4.367@test.com_Lab2_Q3,3,1,0,1,0.44917783,0.5430056,0.007816566
mass.force.5.979@test.com_Lab2_Q3,3,1,2,0,0.060660534,0.5258849,0.4134546
speed.energy.5.136@test.com_Lab2_Q3,3,0,1,0,0.62852716,0.31787306,0.053599726
speed.energy.5.724@test.com_Lab2_Q3,3,1,0,0,0.23070288,0.73239946,0.036897693
force.speed.1.523@test.com_Lab2_Q3,3,0,1,0,0.55050063,0.41451788,0.034981508
force.speed.1.436@test.com_Lab2_Q3,3,1,0,1,0.4599512,0.52387226,0.016176524
force.speed.1.256@test.com_Lab2_Q3,3,2,1,2,0.035914123,0.2931079,0.67097795
force.speed.1.808@test.com_Lab2_Q3,3,1,0,0,0.2476375,0.59841824,0.15394425
force.speed.1.511@test.com_Lab2_Q3,3,2,1,0,0.018176546,0.11850418,0.8633192
force.speed.1.709@test.com_Lab2_Q3,3,0,1,0,0.65279233,0.23430195,0.11290566
force.speed.1.925@test.com_Lab2_Q3,3,2,1,1,0.023852343,0.34768003,0.6284676
force.speed.1.784@test.com_Lab2_Q3,3,2,1,1,0.02636747,0.2671585,0.706474
force.speed.3.277@test.com_Lab2_Q3,3,1,2,1,0.09982059,0.75657225,0.14360717
force.speed.3.388@test.com_Lab2_Q3,3,2,0,2,0.06441758,0.057884026,0.8776984
force.speed.3.496@test.com_Lab2_Q3,3,1,2,2,0.14324589,0.50888866,0.3478655
force.speed.3.790@test.com_Lab2_Q3,3,1,2,0,0.18789051,0.55008274,0.26202676
force.speed.3.853@test.com_Lab2_Q3,3,2,0,0,0.13723657,0.021934088,0.8408294
force.speed.3.835@test.com_Lab2_Q3,3,1,0,1,0.33628157,0.38496038,0.27875805
force.energy.4.658@test.com_Lab2_Q3,3,2,1,1,0.018718502,0.17233437,0.80894715
force.energy.4.133@test.com_Lab2_Q3,3,2,1,0,0.10321494,0.1459997,0.75078535
force.energy.4.637@test.com_Lab2_Q3,3,2,1,1,0.022461819,0.17787011,0.79966813
force.energy.4.664@test.com_Lab2_Q3,3,1,2,0,0.2026908,0.49951792,0.29779133
force.energy.4.796@test.com_Lab2_Q3,3,2,1,2,0.07068608,0.30258447,0.6267294
force.energy.4.496@test.com_Lab2_Q3,3,1,2,2,0.09437709,0.5336069,0.37201604
force.energy.4.493@test.com_Lab2_Q3,3,0,1,0,0.8982862,0.093213126,0.008500606
pe.ke.1.931@test.com_Lab2_Q3,3,1,2,0,0.15346725,0.6256127,0.22092009
pe.ke.1.838@test.com_Lab2_Q3,3,2,0,1,0.021095535,0.015201447,0.96370304
pe.ke.3.832@test.com_Lab2_Q3,3,1,0,0,0.430228,0.5051371,0.06463495
pe.ke.3.970@test.com_Lab2_Q3,3,1,0,0,0.12440425,0.86506957,0.010526229
pe.ke.4.904@test.com_Lab2_Q3,3,0,1,0,0.48008516,0.47470066,0.045214076
pe.ke.4.307@test.com_Lab2_Q3,3,1,0,0,0.38045135,0.6153248,0.0042238613
pe.ke.4.841@test.com_Lab2_Q3,3,0,1,2,0.5665385,0.34205163,0.09140987
pe.ke.4.439@test.com_Lab2_Q3,3,1,2,1,0.08932891,0.66760314,0.243068
pe.ke.4.109@test.com_Lab2_Q3,3,0,1,0,0.9744785,0.020235658,0.005285871
pe.ke.4.583@test.com_Lab2_Q3,3,1,0,0,0.3632645,0.53338647,0.10334903
pe.ke.4.238@test.com_Lab2_Q3,3,0,1,0,0.70925593,0.21862398,0.072120115
pe.ke.4.331@test.com_Lab2_Q3,3,0,1,0,0.8413346,0.14403379,0.014631626
energy.mass.4.754@test.com_Lab2_Q4,4,2,0,2,0.08740421,0.018122634,0.89447314
energy.mass.4.211@test.com_Lab2_Q4,4,2,0,2,0.040667705,0.023442864,0.9358894
energy.mass.5.256@test.com_Lab2_Q4,4,2,1,0,0.08410555,0.12322398,0.7926705
energy.mass.5.619@test.com_Lab2_Q4,4,1,2,2,0.10641703,0.75539833,0.1381847
energy.mass.5.634@test.com_Lab2_Q4,4,1,2,1,0.117831826,0.44917202,0.43299612
energy.mass.5.397@test.com_Lab2_Q4,4,1,2,1,0.0732381,0.715728,0.21103394
mass.force.4.451@test.com_Lab2_Q4,4,1,2,1,0.09310973,0.6557154,0.2511749
mass.force.4.229@test.com_Lab2_Q4,4,1,0,1,0.1616447,0.7942708,0.044084426
mass.force.4.463@test.com_Lab2_Q4,4,2,0,1,0.105773814,0.049025267,0.8452009
mass.force.4.274@test.com_Lab2_Q4,4,2,1,0,0.12423619,0.20988688,0.6658769
mass.force.4.160@test.com_Lab2_Q4,4,0,1,1,0.5206591,0.4331185,0.046222445
mass.force.4.310@test.com_Lab2_Q4,4,2,1,1,0.039257366,0.2147122,0.74603045
mass.force.4.367@test.com_Lab2_Q4,4,2,1,1,0.13405965,0.39171398,0.47422642
mass.force.5.979@test.com_Lab2_Q4,4,1,0,1,0.15863524,0.76474077,0.07662398
mass.force.5.127@test.com_Lab2_Q4,4,2,0,2,0.14237949,0.07551993,0.7821006
speed.energy.5.136@test.com_Lab2_Q4,4,1,2,2,0.052592345,0.7402172,0.20719035
speed.energy.5.724@test.com_Lab2_Q4,4,2,1,2,0.009087459,0.11765616,0.8732564
force.speed.1.523@test.com_Lab2_Q4,4,0,1,0,0.8645731,0.1122551,0.023171853
force.speed.1.436@test.com_Lab2_Q4,4,0,1,0,0.81794983,0.16447385,0.017576318
force.speed.1.256@test.com_Lab2_Q4,4,2,1,1,0.022210132,0.1585765,0.81921333
force.speed.1.808@test.com_Lab2_Q4,4,1,0,0,0.34630573,0.6363959,0.017298397
force.speed.1.511@test.com_Lab2_Q4,4,2,1,1,0.1035316,0.3910842,0.50538415
force.speed.1.709@test.com_Lab2_Q4,4,2,1,1,0.20393376,0.38248175,0.41358456
force.speed.1.925@test.com_Lab2_Q4,4,2,1,0,0.05627905,0.42333254,0.5203884
force.speed.1.784@test.com_Lab2_Q4,4,1,2,1,0.089278616,0.495472,0.41524932
force.speed.3.277@test.com_Lab2_Q4,4,2,1,1,0.028557563,0.15556088,0.81588155
force.speed.3.388@test.com_Lab2_Q4,4,2,1,2,0.22271653,0.36539984,0.41188362
force.speed.3.496@test.com_Lab2_Q4,4,0,1,0,0.5842656,0.2872481,0.12848634
force.speed.3.790@test.com_Lab2_Q4,4,1,0,0,0.39886966,0.46611753,0.1350128
force.speed.3.853@test.com_Lab2_Q4,4,2,1,1,0.071387134,0.41205308,0.51655984
force.speed.3.835@test.com_Lab2_Q4,4,1,0,1,0.17096536,0.7841199,0.044914693
force.energy.4.658@test.com_Lab2_Q4,4,2,1,2,0.03543956,0.1444662,0.8200942
force.energy.4.133@test.com_Lab2_Q4,4,1,0,2,0.12067255,0.78993165,0.089395806
force.energy.4.637@test.com_Lab2_Q4,4,2,1,2,0.03543956,0.1444662,0.8200942
force.energy.4.664@test.com_Lab2_Q4,4,0,2,2,0.50686806,0.10103714,0.3920948
force.energy.4.796@test.com_Lab2_Q4,4,2,1,1,0.068586774,0.19218616,0.73922706
force.energy.4.496@test.com_Lab2_Q4,4,0,1,0,0.4868593,0.4382107,0.07493003
force.energy.4.493@test.com_Lab2_Q4,4,0,1,0,0.99041665,0.008064618,0.0015186734
pe.ke.1.931@test.com_Lab2_Q4,4,2,1,1,0.022338405,0.2092691,0.76839244
pe.ke.1.838@test.com_Lab2_Q4,4,2,1,2,0.012712293,0.0178724,0.96941525
pe.ke.3.832@test.com_Lab2_Q4,4,1,2,0,0.112640634,0.54917717,0.33818218
pe.ke.3.970@test.com_Lab2_Q4,4,1,0,1,0.40741736,0.5813914,0.011191238
pe.ke.4.904@test.com_Lab2_Q4,4,1,2,0,0.100112095,0.75473666,0.1451512
pe.ke.4.307@test.com_Lab2_Q4,4,1,2,1,0.16150378,0.6662813,0.172215
pe.ke.4.841@test.com_Lab2_Q4,4,2,1,2,0.07865625,0.13400564,0.7873382
pe.ke.4.439@test.com_Lab2_Q4,4,2,1,1,0.13971592,0.37132296,0.48896104
pe.ke.4.109@test.com_Lab2_Q4,4,0,1,0,0.963209,0.033188067,0.0036029024
pe.ke.4.583@test.com_Lab2_Q4,4,2,0,1,0.13172783,0.12606356,0.7422086
pe.ke.4.238@test.com_Lab2_Q4,4,1,0,1,0.24428566,0.7414345,0.014279801
pe.ke.4.331@test.com_Lab2_Q4,4,2,0,1,0.29596052,0.14284317,0.5611963
mass.force.3.202@test.com_Lab3_Q3,5,0,1,2,0.5592471,0.34037304,0.10037993
mass.force.3.823@test.com_Lab3_Q3,5,2,0,2,0.03509909,0.005646158,0.95925474
mass.force.4.580@test.com_Lab3_Q3,5,2,0,2,0.025251696,0.018102836,0.9566455
mass.force.4.916@test.com_Lab3_Q3,5,2,0,2,0.034065936,0.0073446757,0.9585894
mass.force.4.550@test.com_Lab3_Q3,5,2,0,2,0.076013766,0.015485773,0.90850043
mass.force.4.385@test.com_Lab3_Q3,5,2,0,2,0.05239539,0.009511625,0.938093
speed.energy.3.766@test.com_Lab3_Q3,5,2,0,2,0.070935614,0.021012165,0.9080522
speed.energy.3.946@test.com_Lab3_Q3,5,1,2,2,0.16241089,0.50547016,0.33211893
speed.energy.3.952@test.com_Lab3_Q3,5,2,0,2,0.046528723,0.04358484,0.9098864
speed.energy.3.907@test.com_Lab3_Q3,5,2,1,2,0.034284834,0.03603042,0.92968476
speed.energy.3.925@test.com_Lab3_Q3,5,2,0,2,0.05809541,0.027015645,0.914889
speed.energy.3.655@test.com_Lab3_Q3,5,2,1,2,0.017680705,0.02050001,0.9618193
speed.energy.3.685@test.com_Lab3_Q3,5,2,0,2,0.15721643,0.010946612,0.83183694
speed.energy.3.931@test.com_Lab3_Q3,5,2,1,2,0.050037622,0.26330018,0.6866622
speed.energy.3.388@test.com_Lab3_Q3,5,0,1,0,0.7926073,0.18567394,0.021718806
speed.energy.3.715@test.com_Lab3_Q3,5,2,0,2,0.36188447,0.23837045,0.39974508
force.speed.2.937@test.com_Lab3_Q3,5,2,0,0,0.2590363,0.062071294,0.67889243
force.speed.2.910@test.com_Lab3_Q3,5,1,2,0,0.13592543,0.6174822,0.24659237
force.speed.2.991@test.com_Lab3_Q3,5,2,0,1,0.41830012,0.02913071,0.5525692
force.speed.2.913@test.com_Lab3_Q3,5,2,0,2,0.095928036,0.030847535,0.87322444
force.speed.2.721@test.com_Lab3_Q3,5,2,0,2,0.047895547,0.012003054,0.9401013
force.speed.2.394@test.com_Lab3_Q3,5,0,1,0,0.8756222,0.11593474,0.008443091
force.speed.2.460@test.com_Lab3_Q3,5,0,2,2,0.81131756,0.07220396,0.11647852
