a_id,q_id,predict_label_SFRN,next_high_class_SFRN,predict_label_BERT,next_high_class_BERT,truth_label,prob_incorrect_SFRN,prob_partial_correct_SFRN,prob_correct_SFRN,prob_incorrect_BERT,prob_partial_correct_BERT,prob_correct_BERT
force.energy.3.607@test.com_Lab1_Q2,1,2,1,2,1,2,0.13813946,0.17615537,0.6857051,0.017988328,0.10686751,0.8751442
force.energy.3.823@test.com_Lab1_Q2,1,1,2,1,0,0,0.14649759,0.53179884,0.32170355,0.3574602,0.46589985,0.17663999
force.energy.3.205@test.com_Lab1_Q2,1,2,1,2,0,2,0.16093332,0.21725819,0.6218085,0.022186326,0.018559666,0.95925397
force.energy.3.550@test.com_Lab1_Q2,1,2,1,2,0,1,0.18292032,0.32319787,0.4938818,0.06811353,0.013874331,0.9180122
pe.ke.2.613@test.com_Lab1_Q2,1,2,1,2,1,1,0.1613875,0.24886492,0.5897476,0.013070411,0.123670526,0.8632591
pe.ke.2.187@test.com_Lab1_Q2,1,2,0,2,1,2,0.05707537,0.053016208,0.88990843,0.007563381,0.03761421,0.9548225
pe.ke.2.592@test.com_Lab1_Q2,1,2,1,2,1,1,0.10156351,0.11399497,0.78444153,0.012314033,0.1000895,0.8875964
pe.ke.2.322@test.com_Lab1_Q2,1,2,1,1,2,1,0.13266921,0.19703364,0.67029715,0.12270206,0.6779715,0.19932644
pe.ke.2.877@test.com_Lab1_Q2,1,2,1,2,1,2,0.16328274,0.35893047,0.4777868,0.07046206,0.45550105,0.4740369
pe.ke.2.706@test.com_Lab1_Q2,1,1,2,1,2,2,0.22675873,0.46747646,0.3057648,0.048915625,0.8399457,0.11113871
pe.ke.2.547@test.com_Lab1_Q2,1,2,1,1,2,1,0.13815345,0.22643311,0.6354134,0.17469554,0.5412745,0.28402993
pe.ke.3.652@test.com_Lab1_Q2,1,1,2,2,1,1,0.18140006,0.6312098,0.18739015,0.12993443,0.4011163,0.46894923
pe.ke.3.697@test.com_Lab1_Q2,1,2,1,2,1,1,0.13494341,0.22760923,0.63744736,0.013084822,0.11322858,0.87368655
pe.ke.3.223@test.com_Lab1_Q2,1,1,2,2,1,1,0.250658,0.46866608,0.28067595,0.030538753,0.15701096,0.8124503
pe.ke.3.628@test.com_Lab1_Q2,1,1,0,2,1,1,0.2575374,0.4851998,0.2572627,0.043389175,0.17163573,0.7849751
pe.ke.3.145@test.com_Lab1_Q2,1,1,2,2,1,0,0.1895467,0.56785715,0.24259613,0.09084209,0.2230275,0.68613034
speed.mass.1.805@test.com_Lab1_Q2,1,1,2,1,0,1,0.17589837,0.5480832,0.27601844,0.25264537,0.6392081,0.108146586
speed.mass.1.664@test.com_Lab1_Q2,1,1,2,2,1,1,0.21187343,0.5072693,0.2808573,0.115255214,0.22068788,0.6640569
speed.mass.1.775@test.com_Lab1_Q2,1,1,2,2,1,1,0.1987371,0.5144131,0.28684974,0.05977808,0.39228567,0.54793626
speed.mass.2.616@test.com_Lab1_Q2,1,1,0,2,1,0,0.20440856,0.6394392,0.15615219,0.18747808,0.19313538,0.6193865
speed.mass.3.754@test.com_Lab1_Q2,1,2,1,2,1,1,0.15376647,0.2724903,0.5737432,0.0333689,0.060608372,0.9060227
speed.mass.3.586@test.com_Lab1_Q2,1,2,1,1,2,1,0.08073167,0.08127123,0.83799714,0.079390764,0.7084752,0.21213406
speed.mass.3.847@test.com_Lab1_Q2,1,0,1,1,0,0,0.75004,0.19211257,0.05784738,0.23990309,0.6873217,0.0727751
speed.mass.3.715@test.com_Lab1_Q2,1,1,2,1,2,0,0.19840164,0.55573446,0.24586393,0.12931573,0.52285725,0.347827
mass.force.5.712@test.com_Lab1_Q4,2,1,0,2,1,1,0.22253333,0.57749873,0.19996792,0.06353012,0.1715865,0.76488334
speed.energy.1.649@test.com_Lab1_Q4,2,1,2,2,1,1,0.105647705,0.56471646,0.32963577,0.14646636,0.28967324,0.56386036
speed.energy.2.196@test.com_Lab1_Q4,2,1,2,1,2,1,0.08687898,0.61625177,0.29686922,0.119615614,0.55834895,0.32203546
speed.energy.3.175@test.com_Lab1_Q4,2,2,1,1,0,2,0.042272218,0.059363596,0.89836425,0.27431768,0.49548507,0.23019719
speed.energy.5.994@test.com_Lab1_Q4,2,2,1,2,1,1,0.08814668,0.2400811,0.67177224,0.04565512,0.4714706,0.48287427
speed.energy.5.910@test.com_Lab1_Q4,2,1,2,2,1,1,0.04378028,0.8291687,0.12705107,0.14409563,0.30774286,0.5481615
speed.energy.5.742@test.com_Lab1_Q4,2,2,1,2,1,1,0.045305643,0.114928,0.8397663,0.027370252,0.42030486,0.5523249
speed.energy.5.724@test.com_Lab1_Q4,2,1,2,1,0,0,0.1383559,0.56052256,0.3011215,0.35246325,0.5538877,0.09364902
force.speed.1.133@test.com_Lab1_Q4,2,1,2,1,2,2,0.062048867,0.580842,0.35710913,0.071423806,0.5663687,0.36220756
force.speed.1.169@test.com_Lab1_Q4,2,1,2,1,0,1,0.10728875,0.7195391,0.17317212,0.38492814,0.48704416,0.12802766
force.speed.1.544@test.com_Lab1_Q4,2,1,2,2,1,1,0.084125206,0.7546746,0.1612002,0.027405232,0.43365055,0.5389442
force.speed.1.244@test.com_Lab1_Q4,2,2,0,2,1,2,0.002777955,0.002120003,0.99510205,0.017557133,0.055426598,0.92701626
force.speed.1.409@test.com_Lab1_Q4,2,1,2,1,2,1,0.103407204,0.6529981,0.24359468,0.08904843,0.5940953,0.31685627
force.speed.1.760@test.com_Lab1_Q4,2,2,1,1,2,1,0.108813174,0.3469769,0.5442099,0.0836037,0.6067743,0.30962202
force.speed.1.109@test.com_Lab1_Q4,2,1,2,2,1,1,0.19045994,0.57578784,0.23375227,0.1985985,0.3936869,0.40771464
force.speed.2.439@test.com_Lab1_Q4,2,1,2,2,1,1,0.06658112,0.70753956,0.22587927,0.045794442,0.47463632,0.47956926
force.speed.2.787@test.com_Lab1_Q4,2,2,1,2,1,2,0.072319835,0.18484534,0.74283487,0.020746185,0.0954647,0.8837891
force.speed.4.955@test.com_Lab1_Q4,2,2,1,1,2,1,0.03314279,0.044892013,0.9219652,0.20759957,0.44214392,0.35025656
force.speed.4.958@test.com_Lab1_Q4,2,1,2,2,1,1,0.09290049,0.55119765,0.35590178,0.08156447,0.09364711,0.82478845
force.energy.1.886@test.com_Lab1_Q4,2,2,1,2,0,1,0.098873354,0.34091654,0.5602101,0.040964026,0.026052441,0.9329835
force.energy.2.181@test.com_Lab1_Q4,2,2,0,2,1,2,0.011296694,0.010711757,0.9779915,0.021586426,0.18959692,0.7888167
force.energy.2.109@test.com_Lab1_Q4,2,1,0,0,1,2,0.245853,0.5686325,0.18551448,0.438738,0.33306423,0.22819786
force.energy.2.271@test.com_Lab1_Q4,2,1,2,1,0,1,0.07006177,0.74078184,0.18915632,0.16685382,0.8050165,0.0281297
force.energy.3.607@test.com_Lab1_Q4,2,1,2,1,2,1,0.05251081,0.7631606,0.18432863,0.18432654,0.57968026,0.23599312
force.energy.3.823@test.com_Lab1_Q4,2,0,1,0,1,1,0.6369793,0.31608632,0.04693441,0.8821186,0.10419646,0.013684961
force.energy.3.205@test.com_Lab1_Q4,2,1,2,0,1,1,0.045361932,0.8280804,0.1265576,0.46917143,0.45656064,0.07426785
force.energy.3.550@test.com_Lab1_Q4,2,1,2,1,0,1,0.035296433,0.9240357,0.040667836,0.3767372,0.60920525,0.014057567
pe.ke.2.613@test.com_Lab1_Q4,2,1,2,2,1,1,0.09342438,0.5821115,0.3244641,0.07891488,0.42993733,0.49114782
pe.ke.2.187@test.com_Lab1_Q4,2,2,1,2,1,2,0.037155155,0.12070519,0.84213966,0.03338074,0.11034082,0.8562784
pe.ke.2.592@test.com_Lab1_Q4,2,2,0,2,1,2,0.004597052,0.00389795,0.99150497,0.007868797,0.08884989,0.9032813
pe.ke.2.322@test.com_Lab1_Q4,2,1,2,1,0,1,0.086545296,0.76460516,0.14884952,0.44997045,0.5032177,0.046811882
pe.ke.2.877@test.com_Lab1_Q4,2,1,2,1,0,1,0.0792962,0.82985634,0.09084749,0.21930124,0.7075986,0.07310018
pe.ke.2.706@test.com_Lab1_Q4,2,2,1,2,1,2,0.024830788,0.027141435,0.9480278,0.037254754,0.13272563,0.8300196
pe.ke.2.547@test.com_Lab1_Q4,2,1,2,0,2,0,0.09618571,0.66039133,0.24342301,0.4193223,0.223526,0.3571517
pe.ke.3.652@test.com_Lab1_Q4,2,1,0,1,0,1,0.19248208,0.6277069,0.17981103,0.31047267,0.48995164,0.19957566
pe.ke.3.697@test.com_Lab1_Q4,2,2,1,1,2,1,0.031618677,0.04983281,0.9185486,0.106732905,0.4506956,0.44257152
pe.ke.3.223@test.com_Lab1_Q4,2,2,1,1,2,1,0.078839436,0.24793436,0.67322624,0.0789916,0.4951099,0.42589852
pe.ke.3.628@test.com_Lab1_Q4,2,1,2,0,1,1,0.16843647,0.6574244,0.17413917,0.7901731,0.16703835,0.042788558
pe.ke.3.145@test.com_Lab1_Q4,2,1,2,1,0,1,0.05303386,0.822003,0.12496316,0.18893754,0.6796494,0.13141306
speed.mass.1.805@test.com_Lab1_Q4,2,1,2,1,0,1,0.12435149,0.6053861,0.2702624,0.39651626,0.41654918,0.18693456
speed.mass.1.664@test.com_Lab1_Q4,2,2,1,2,1,2,0.12105151,0.2918192,0.58712924,0.03609821,0.22646876,0.737433
speed.mass.1.775@test.com_Lab1_Q4,2,1,2,2,1,1,0.1045039,0.7857843,0.10971185,0.12225171,0.17022938,0.7075189
speed.mass.2.616@test.com_Lab1_Q4,2,2,1,1,2,2,0.066226386,0.17358325,0.76019037,0.04715078,0.8633242,0.08952496
speed.mass.3.754@test.com_Lab1_Q4,2,1,2,2,1,1,0.1046419,0.6430336,0.25232443,0.11053997,0.40072322,0.4887368
speed.mass.3.586@test.com_Lab1_Q4,2,1,0,1,0,0,0.242891,0.603043,0.15406601,0.2509392,0.6956983,0.05336246
speed.mass.3.847@test.com_Lab1_Q4,2,1,2,1,2,0,0.105415955,0.63068336,0.26390067,0.061897643,0.70762813,0.23047426
speed.mass.3.715@test.com_Lab1_Q4,2,1,2,2,1,0,0.20075504,0.55672896,0.24251603,0.045296635,0.18998846,0.7647149
force.speed.1.409@test.com_Lab2_Q3,3,0,1,2,0,0,0.5278066,0.36260527,0.10958821,0.29943523,0.2903718,0.41019303
force.speed.1.760@test.com_Lab2_Q3,3,1,0,1,2,1,0.2772307,0.5723798,0.15038949,0.11887384,0.602741,0.27838516
force.speed.1.109@test.com_Lab2_Q3,3,0,1,2,1,0,0.9580702,0.036874168,0.005055709,0.045087088,0.06512863,0.88978434
force.speed.2.439@test.com_Lab2_Q3,3,2,1,2,1,1,0.07957319,0.11089759,0.8095292,0.071614526,0.26496753,0.66341794
force.speed.2.787@test.com_Lab2_Q3,3,2,0,2,1,2,0.000700862,0.00054673,0.99875236,0.012289008,0.0737332,0.9139778
force.speed.4.955@test.com_Lab2_Q3,3,2,1,2,1,1,0.06617904,0.37407258,0.5597484,0.040127363,0.19725828,0.76261437
force.speed.4.958@test.com_Lab2_Q3,3,1,2,1,2,1,0.05072888,0.8636555,0.08561566,0.055440128,0.47390684,0.47065297
force.speed.4.196@test.com_Lab2_Q3,3,2,1,2,0,2,0.008164872,0.009004262,0.9828309,0.030353459,0.017259372,0.95238715
force.speed.4.145@test.com_Lab2_Q3,3,2,1,2,1,2,0.007253142,0.01649248,0.97625434,0.042623516,0.3340511,0.62332535
force.speed.4.700@test.com_Lab2_Q3,3,0,1,1,0,0,0.8990594,0.091969416,0.008971185,0.2994581,0.59050095,0.11004097
force.speed.4.286@test.com_Lab2_Q3,3,1,2,2,1,1,0.12968639,0.5832559,0.28705773,0.121947035,0.1988478,0.6792052
force.energy.1.436@test.com_Lab2_Q3,3,0,1,1,0,0,0.9999181,7.80E-05,3.93E-06,0.1528615,0.7647586,0.08237988
force.energy.1.580@test.com_Lab2_Q3,3,1,0,2,1,0,0.45429742,0.501135,0.04456755,0.03886913,0.21791823,0.7432126
force.energy.1.886@test.com_Lab2_Q3,3,1,2,2,1,2,0.13297285,0.60920954,0.2578176,0.031671345,0.23813318,0.73019546
force.energy.1.859@test.com_Lab2_Q3,3,2,1,2,1,2,0.21929744,0.33825794,0.44244468,0.03317232,0.18200245,0.7848252
force.energy.1.103@test.com_Lab2_Q3,3,0,1,1,0,0,0.82086056,0.16723582,0.01190365,0.23254557,0.7511329,0.016321557
force.energy.1.484@test.com_Lab2_Q3,3,0,1,2,1,0,0.87551814,0.10684466,0.017637122,0.07031613,0.17128941,0.7583944
force.energy.1.175@test.com_Lab2_Q3,3,0,1,1,0,0,0.9997788,0.000209397,1.18E-05,0.23090206,0.7147427,0.054355234
force.energy.1.349@test.com_Lab2_Q3,3,0,1,0,1,0,0.99996865,3.03E-05,1.07E-06,0.749376,0.21836846,0.032255504
force.energy.1.256@test.com_Lab2_Q3,3,1,2,2,1,2,0.06438557,0.5136429,0.4219716,0.029778043,0.091040455,0.87918144
force.energy.1.652@test.com_Lab2_Q3,3,1,0,0,1,0,0.12112621,0.80267256,0.07620123,0.5477952,0.422409,0.029795807
force.energy.2.181@test.com_Lab2_Q3,3,0,1,1,2,0,0.89835143,0.095538214,0.006110324,0.1154217,0.51367974,0.3708986
force.energy.2.721@test.com_Lab2_Q3,3,2,0,2,0,2,0.001301406,0.000895242,0.9978034,0.030066969,0.021678798,0.9482542
force.energy.2.340@test.com_Lab2_Q3,3,2,1,2,0,0,0.056270905,0.10460637,0.8391228,0.08803101,0.05505215,0.8569168
force.energy.2.985@test.com_Lab2_Q3,3,2,1,2,1,2,0.018611765,0.02464804,0.9567402,0.04006043,0.13670394,0.82323563
force.energy.2.160@test.com_Lab2_Q3,3,2,0,2,1,2,0.012630257,0.012450243,0.9749195,0.027836032,0.094871916,0.8772921
force.energy.2.109@test.com_Lab2_Q3,3,2,1,2,1,2,0.06715245,0.1273309,0.80551666,0.01758087,0.13685584,0.84556323
force.energy.2.271@test.com_Lab2_Q3,3,2,1,2,1,2,0.117973134,0.18694593,0.69508094,0.020097084,0.20960388,0.770299
force.energy.3.607@test.com_Lab2_Q3,3,2,1,2,1,2,0.032081448,0.047029905,0.92088866,0.023834923,0.048500776,0.9276642
force.energy.3.823@test.com_Lab2_Q3,3,0,1,2,1,2,0.9731886,0.024153698,0.002657689,0.024602069,0.17115442,0.8042435
force.energy.3.550@test.com_Lab2_Q3,3,1,2,2,1,2,0.09702497,0.48804823,0.41492683,0.03869107,0.24088658,0.7204223
force.energy.3.247@test.com_Lab2_Q3,3,2,1,2,1,2,0.023419213,0.11150275,0.86507803,0.03983992,0.06237237,0.89778775
force.energy.3.475@test.com_Lab2_Q3,3,2,1,2,0,2,0.050386023,0.35647386,0.5931401,0.05831912,0.03150034,0.91018057
force.energy.3.172@test.com_Lab2_Q3,3,0,1,0,1,0,0.99966717,0.000322332,1.04E-05,0.9837589,0.014662102,0.001579016
pe.ke.2.613@test.com_Lab2_Q3,3,1,2,1,0,2,0.056124803,0.81495905,0.12891617,0.1752957,0.7334942,0.091210075
pe.ke.2.187@test.com_Lab2_Q3,3,2,1,2,0,2,0.02961354,0.1371518,0.8332346,0.035142656,0.022784619,0.9420727
pe.ke.2.877@test.com_Lab2_Q3,3,1,2,2,1,2,0.07324478,0.7146235,0.21213174,0.026853157,0.42589438,0.5472525
pe.ke.2.706@test.com_Lab2_Q3,3,2,1,2,1,2,0.15213352,0.2676369,0.5802296,0.054532558,0.3426515,0.6028159
pe.ke.2.547@test.com_Lab2_Q3,3,1,0,1,0,0,0.073839135,0.87643844,0.04972241,0.1029758,0.7961835,0.10084072
pe.ke.3.652@test.com_Lab2_Q3,3,1,0,2,1,2,0.19600956,0.6388988,0.16509165,0.12991552,0.34431502,0.5257695
pe.ke.3.697@test.com_Lab2_Q3,3,1,2,2,1,1,0.09647075,0.5697715,0.33375773,0.108816095,0.39428952,0.4968944
pe.ke.3.223@test.com_Lab2_Q3,3,1,0,1,2,1,0.25743484,0.6010922,0.14147292,0.07379077,0.5349571,0.39125213
pe.ke.3.628@test.com_Lab2_Q3,3,1,2,2,0,1,0.14347681,0.4810818,0.37544146,0.1279337,0.044770714,0.8272956
pe.ke.3.145@test.com_Lab2_Q3,3,1,0,1,2,0,0.3491382,0.5793855,0.071476296,0.087792985,0.646598,0.26560906
speed.mass.2.616@test.com_Lab2_Q3,3,1,2,1,0,2,0.074293435,0.7712171,0.15448946,0.2828528,0.6848367,0.032310467
speed.mass.3.754@test.com_Lab2_Q3,3,1,0,1,0,1,0.1747247,0.77005726,0.055218022,0.16731557,0.7275578,0.10512668
speed.mass.3.586@test.com_Lab2_Q3,3,0,1,1,0,0,0.9724327,0.025313554,0.002253748,0.26594508,0.6321303,0.1019246
speed.mass.3.847@test.com_Lab2_Q3,3,1,2,2,1,0,0.12118631,0.61138636,0.26742733,0.013229308,0.078707404,0.9080633
speed.mass.3.715@test.com_Lab2_Q3,3,1,2,1,2,2,0.12009868,0.64184254,0.23805879,0.038988706,0.49375847,0.46725276
force.speed.1.409@test.com_Lab2_Q4,4,2,1,2,0,0,0.16314325,0.23655155,0.60030514,0.22286512,0.20288754,0.57424736
force.speed.1.760@test.com_Lab2_Q4,4,2,1,2,1,1,0.06904222,0.07049843,0.8604594,0.13041893,0.18651159,0.68306947
force.speed.1.109@test.com_Lab2_Q4,4,2,1,2,1,1,0.09178485,0.099810354,0.8084048,0.014484836,0.03289689,0.9526183
force.speed.2.439@test.com_Lab2_Q4,4,2,1,0,1,2,0.098299176,0.10797941,0.7937214,0.50867176,0.28234878,0.20897944
force.speed.2.787@test.com_Lab2_Q4,4,2,1,2,0,0,0.076577,0.082912676,0.8405103,0.12793155,0.019463237,0.8526052
force.speed.4.955@test.com_Lab2_Q4,4,2,1,1,2,1,0.08351169,0.086078346,0.83040994,0.07136143,0.600068,0.32857063
force.speed.4.958@test.com_Lab2_Q4,4,2,0,2,1,1,0.061822843,0.060659036,0.8775181,0.08310443,0.13185757,0.785038
force.speed.4.196@test.com_Lab2_Q4,4,2,0,2,1,1,0.046662267,0.043623976,0.90971375,0.0277233,0.081090726,0.891186
